RIAD_CODE	LEI	COUNTRY_OF_REGISTRATION	NAME	BOX	ADDRESS	POSTAL	CITY	CATEGORY	HEAD_COUNTRY_OF_REGISTRATION	HEAD_NAME	HEAD_RIAD_CODE	HEAD_LEI	REPORT
IT0000101246006	81560026D234790EB288	IT	BANCO DI DESIO E DELLA BRIANZA - SOCIETA' PER AZIONI		VIA ROVAGNATI, 1	20832	DESIO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000205387246		IT	ING BANK N.V.		VIALE FULVIO TESTI, 250	20126	MILANO	Credit Institution	NL	ING Bank N.V.	NL163	3TK20IVIUJ8J3ZU0QE75	Euro Area BSI Statistics full (non-tail) reporter
IT0000078260432		IT	COOPERATIEVE RABOBANK U.A.		VIA AGNELLO, 18	20121	MILANO	Credit Institution	NL	Coöperatieve Rabobank U.A.	NL600	DG3RU1DBUFHT4ZF9WN62	Euro Area BSI Statistics full (non-tail) reporter
IT0000563943806		IT	MUFG BANK, LTD		VIA FILIPPO TURATI , 9	20121	MILANO	Credit Institution	JP	MUFG Bank, Ltd.	JPECBM1099548	C3GTMMZIHMY46P4OIX74	Euro Area BSI Statistics full (non-tail) reporter
IT0000128168984	8156003D79D064FB5360	IT	CASSA LOMBARDA - S.P.A.		VIA MANZONI, 14	20121	MILANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000382218916	529900N2ZB1B52JB2F83	IT	CASSA CENTRALE RAIFFEISEN DELL'ALTO ADIGE - RAIFFEISEN-LANDESBANK SUEDTIROL A.G.		VIA LAURIN, 1	39100	BOLZANO-BOZEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000179608734		IT	JPMORGAN CHASE BANK, NATIONAL ASSOCIATION		VIA CORDUSIO, 3	20123	MILANO	Credit Institution	US	JPMorgan Chase Bank, N.A.	US0ECBM00033	7H6GLXDRUGQFU57RNE97	Euro Area BSI Statistics full (non-tail) reporter
IT0000101247333		IT	CITIBANK N.A.		PIAZZETTA M. BOSSI, 3	20121	MILANO	Credit Institution	US	Citibank, N.A.	US0ECBM00025	E57ODZWZ7FF32TWEFA76	Euro Area BSI Statistics full (non-tail) reporter
IT0000353590749		IT	BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA)		CORSO VITTORIO EMANUELE II, 9	20122	MILANO	Credit Institution	ES	Banco Bilbao Vizcaya Argentaria, S.A.	ES0182	K8MS7FD7N5Z2WQ51AZ71	Euro Area BSI Statistics full (non-tail) reporter
IT0000639755447	529900T32UL0CP1FZA06	IT	ALLIANZ BANK FINANCIAL ADVISORS S.P.A.		PIAZZA TRE TORRI, 3	20145	MILANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000253660713		IT	SOCIETE GENERALE		VIA OLONA, 2	20123	MILANO	Credit Institution	FR	Société générale S.A.	FR30003	O2RNE8IBXP4R0TD8PU41	Euro Area BSI Statistics full (non-tail) reporter
IT0000161613905	815600097949D6B08F83	IT	BANCA UBAE S.P.A.		VIA QUINTINO SELLA, 2	00187	ROMA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000247374397	LOO0AWXR8GF142JCO404	IT	CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANOSOCIETA' PER AZIONI (IN SIGLA CASSA CENTRALE BANCA)		VIA GIOVANNI SEGANTINI, 5	38122	TRENTO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001124022432	81560091FE0AABE37693	IT	BANCA PROGETTO S.P.A. IN A.S.		VIA BOCCHETTO 6	20123	MILANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001210299538	549300DI8RATWW2KQO25	IT	BANCA POPOLARE ETICA - SOCIETA' COOPERATIVA PER AZIONI (IN FORMA ABBREVIATA BANCA ETICA O BPE)		VIA NICCOLO' TOMMASEO, 7	35131	PADOVA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000103337633	549300B0FLNFTFYQDJ30	IT	BANCA DI CIVIDALE SOCIETA' PER AZIONI O IN FORMA ABBREVIATA CIVIBANK		VIA SEN. GUGLIELMO PELIZZO, 8-1	33043	CIVIDALE DEL FRIULI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0002733876882	815600722FAEE18D6013	IT	BANCA DEL FUCINO S.P.A.		VIA TOMACELLI, 107	00186	ROMA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0002891614730	815600C6F7496F9B4023	IT	VIVIBANCA S.P.A.		VIA GIOVANNI GIOLITTI 15	10123	TORINO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0002720455682	8156002BDA834C0ADF36	IT	BANCA POPOLARE DELLE PROVINCE MOLISANE - SOCIETA' COOPERATIVA PER AZIONI		VIA INSORTI D'UNGHERIA, 30	86100	CAMPOBASSO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000149981571	8156008B43CE788F4932	IT	BANCA AGRICOLA POPOLARE DI SICILIA SOCIETA' COOPERATIVA PER AZIONI		VIALE EUROPA, 65	97100	RAGUSA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000103420796	815600F8D9C4BCC86943	IT	BANCA DI IMOLA S.P.A.		VIA EMILIA, 196	40026	IMOLA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000049355813	815600FDD3EB3EA03194	IT	BANCA POPOLARE DEL LAZIO SOCIETA' COOPERATIVA		VIA MARTIRI DELLE FOSSE ARDEATINE, 9	00049	VELLETRI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000100777748	815600BEE9123CD92E12	IT	BANCA VALSABBINA SOCIETA' COOPERATIVA PER AZIONI (IN BREVE LA VALSABBINA)		VIA MOLINO, 4	25078	VESTONE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000105626685	8156004D7FDDF887AA66	IT	'BANCA DI CREDITO POPOLARE', SOCIETA' COOPERATIVA PER AZIONI		CORSO V. EMANUELE, 92/100	80059	TORRE DEL GRECO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000122257446	815600CCA0900A16F311	IT	BANCA DI PIACENZA - SOCIETA' COOPERATIVA PER AZIONI		VIA MAZZINI, 20	29121	PIACENZA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000474312425	815600767C6E914C7139	IT	BANCA POPOLARE DI LAJATICO SOCIETA' COOPERATIVA PER AZIONI		VIA GUELFI, 2	56030	LAJATICO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000014665564	8156005C22D0BF134C40	IT	BANCA POPOLARE PUGLIESE - SOCIETA' COOPERATIVA PER AZIONI		VIA PROV.LE PER MATINO, 5	73052	PARABITA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000104617709	8156002B59DB115DFF81	IT	BANCA POPOLARE DI FONDI - SOCIETA' COOPERATIVA		VIA APPIA KM. 118,600	04022	FONDI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000842686899	8156008323735C1B1371	IT	BANCA POPOLARE DEL FRUSINATE SOCIETA' COOPERATIVA PER AZIONI		PIAZZALE DE MATTHAEIS, 55	03100	FROSINONE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000104593032	815600E834970DF7E894	IT	BANCA POPOLARE DEL CASSINATE SOCIETA' COOPERATIVA PER AZIONI		PIAZZA ARMANDO DIAZ, 14	03043	CASSINO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000178909225	8156004BBB6E6B9B6F10	IT	BANCA POPOLARE DI PUGLIA E BASILICATA - SOCIETA' COOPERATIVA PER AZIONI		VIA OTTAVIO SERENA 13	70022	ALTAMURA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000375525937	N747OI7JINV7RUUH6190	IT	BPER BANCA S.P.A.		VIA S. CARLO, 8/20	41121	MODENA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000105944149	549300UE2ZF21B02QG64	IT	BDM BANCA S.P.A.		CORSO CAVOUR, 19	70122	BARI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000111060517	815600DA9F0ECED74912	IT	BANCA POPOLARE DI CORTONA - SOCIETA' COOPERATIVA PER AZIONI		VIA GUELFA, 4	52044	CORTONA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000861743492	815600CD21E818779138	IT	BANCA POPOLARE COMMERCIALE SOCIETÀ PER AZIONI		VIA BRACCO, 31/35	80133	NAPOLI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000152258579	815600F64EEB5857A007	IT	SANFELICE 1893 BANCA POPOLARE SOCIETA' COOPERATIVA PER AZIONI		PIAZZA GIACOMO MATTEOTTI, 23	41038	SAN FELICE SUL PANARO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000106722850	549300PHVEBLXGO8CN25	IT	BIBANCA S.P.A.		VIALE MANCINI, 2	09100	SASSARI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000102341108	J48C8PCSJVUBR8KCW529	IT	BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI		PIAZZA GARIBALDI, 16	23100	SONDRIO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643838214	81560071421F0C4FF002	IT	CASSA DI SOVVENZIONI E RISPARMIO FRA IL PERSONALE DELLA BANCA D'ITALIA - SOCIETA' COOPERATIVA PER AZIONI		VIA NAZIONALE, 91	00184	ROMA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000102755844	52990033C5FUEN4LMC06	IT	BANCA POPOLARE DELL'ALTO ADIGE SOCIETA' PER AZIONI (IN TEDESCO SUDTIROLER VOLKSBANK A.G.)		VIA DEL MACELLO, 55	39100	BOLZANO-BOZEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000853968027	8156003A4FB445454553	IT	CASSA DI RISPARMIO DI BOLZANO S.P.A. - SUDTIROLER SPARKASSE AG		VIA CASSA DI RISPARMIO, 12/B	39100	BOLZANO-BOZEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000857093276	81560027D07F9BDB8436	IT	CASSA DI RISPARMIO DI ASTI S.P.A. (IN FORMA ABBREVIATA BANCA C.R. ASTI S.P.A.)		PIAZZA LIBERTA', 23	14100	ASTI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000865212000	81560017C4A61A529235	IT	CASSA DI RISPARMIO DI FERMO S.P.A. (IN FORMA ABBREVIATA CARIFERMO S.P.A.)		VIA DON ERNESTO RICCI, 1	63023	FERMO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000865212590	815600B1404758062D36	IT	CASSA DI RISPARMIO DI FOSSANO S.P.A.		VIA ROMA, 122	12045	FOSSANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000865212754	815600F443DE75A69A95	IT	CASSA DI RISPARMIO DI ORVIETO S.P.A.		PIAZZA DELLA REPUBBLICA, 21	05018	ORVIETO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001486783039	8156007D348794DB1690	IT	CRÉDIT AGRICOLE ITALIA S.P.A.		VIA UNIVERSITA', 1	43100	PARMA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000831363588	815600A32DA05F693F24	IT	LA CASSA DI RAVENNA S.P.A.		PIAZZA GARIBALDI, 6	48121	RAVENNA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000849901673	529900392D9HF1RBUQ52	IT	BANCA CASSA DI RISPARMIO DI SAVIGLIANO S.P.A.		PIAZZA DEL POPOLO, 15	12038	SAVIGLIANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000841240563	815600B6B356EC776E54	IT	CASSA DI RISPARMIO DI VOLTERRA S.P.A.		PIAZZA DEI PRIORI, 16/18	56048	VOLTERRA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001664959525	815600A41BAE508B4978	IT	BANCA DI BARI E TARANTO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA ALESSANDRO MARIA CALEFATI 116	70121	BARI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001067920700	815600D2B97740C5D011	IT	BANCA DI CREDITO COOPERATIVO DEL CIRCEO E PRIVERNATE - SOCIETA' COOPERATIVA		VIA TORINO, 5	04016	SABAUDIA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001227035648	8156003073EAF2280026	IT	BANCA DELL'ELBA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		CALATA ITALIA, 26	57037	PORTOFERRAIO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001419230038	815600507FA0758E6840	IT	BANCA DELL'ALTA MURGIA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		PIAZZA ZANARDELLI, 16	70022	ALTAMURA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001407571472	815600BCA706E397CE36	IT	CREDITO COOPERATIVO MEDIOCRATI - SOCIETA' COOPERATIVA		VIA VITTORIO ALFIERI	87030	RENDE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001484374866	815600C101E215303625	IT	BANCA DI CREDITO COOPERATIVO MAGNA GRECIA - SOCIETA' COOPERATIVA		VIA A.R. PASSARO, SNC	84078	VALLO DELLA LUCANIA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0003255090574	213800YGLP66PQFJDE14	IT	EMIL BANCA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA G. MAZZINI, 152	40137	BOLOGNA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001551537451	549300R7VK7PAHEHQ320	IT	BANCA CREMASCA E MANTOVANA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		PIAZZA GARIBALDI, 29	26013	CREMA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001631722169	8156004429DC523F7747	IT	BANCA DI CREDITO COOPERATIVO DEI CASTELLI E DEGLI IBLEI SOCIETA' COOPERATIVA		VIALE DELLA REPUBBLICA, 1	93013	MAZZARINO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001674056957	549300I8FH314U10ZK71	IT	BANCA DELLA MARCA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA G. GARIBALDI, 46	31010	ORSAGO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001668460970	549300FO5ANZMIVPNN87	IT	CREDITO COOPERATIVO FRIULI (ABBREVIATO CREDIFRIULI) - SOCIETA' COOPERATIVA		VIA GIOVANNI PAOLO II, 27	33100	UDINE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001696489873	815600ADE74B26BBC232	IT	BANCA DI CREDITO COOPERATIVO DELL'ADRIATICO TERAMANO - SOCIETA' COOPERATIVA		CORSO ELIO ADRIANO, 1/3	64032	ATRI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001825324407	815600E6A5F948BED362	IT	BANCA MALATESTIANA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA XX SETTEMBRE, 63 - PALAZZO GHETTI	47923	RIMINI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0001903345813	8156007B431FA10DC467	IT	BANCA DI CREDITO COOPERATIVO DEI CASTELLI ROMANI E DEL TUSCOLO - SOCIETA' COOPERATIVA		VIA DELLA ROCCA, 18	00079	ROCCA PRIORA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0002173925964	81560085614CE4044842	IT	BANCA DI CREDITO COOPERATIVO DI CAGLIARI SOCIETA' COOPERATIVA		VIA FRANCESCO CIUSA, 52	09131	CAGLIARI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0002776453546	8156000E223BCDD9B355	IT	BANCA DI ANDRIA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA PER AZIONI A RESPONSABILITA' LIMITATA		VIA DON LUIGI STURZO, 9/11/13	76123	ANDRIA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0003049850058	815600EA7F74AD0BFC07	IT	BANCA DI CREDITO COOPERATIVO AGRIGENTINO - SOCIETA' COOPERATIVA		VIALE LEONARDO SCIASCIA, 158	92100	AGRIGENTO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0003132891005	815600ED93CC24800564	IT	BANCA DI CREDITO COOPERATIVO DI NAPOLI SOCIETA' COOPERATIVA PER AZIONI (IN SIGLA B.C.C. DI NAPOLI)		VIA ROBERTO BRACCO, 27/29	80133	NAPOLI	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0003832525172	815600BDB91CFF904A37	IT	BANCA DI CREDITO COOPERATIVO DI PUTIGNANO - SOCIETA' COOPERATIVA PER AZIONI		VIA MARGHERITA DI SAVOIA, 13	70017	PUTIGNANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000106355634	81560029E2CE4D14F425	IT	CASSA DEPOSITI E PRESTITI SOCIETA' PER AZIONI IN FORMA ABBREVIATA CDP S.P.A.		VIA GOITO, 4	00185	ROMA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000040113343	NNVPP80YIZGEY2314M97	IT	ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.)		VIA LUCREZIA ROMANA, 41/47	00178	ROMA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000125068044	5299007JQM7L0DGQD248	IT	CASSA RAIFFEISEN VAL BADIA SOCIETA' COOPERATIVA - GENOSSENSCHAFT		VIA COL ALT, 16	39033	CORVARA IN BADIA-CORVARA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000321863895	549300LFHTJF2OGIXL33	IT	CASSA RURALE VALLAGARINA - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA GIANFRANCESCO MALFATTI, 2	38061	ALA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000221754915	5493006IXEI238WEWX48	IT	CASSA RURALE ALTOGARDA - ROVERETO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIALE DELLE MAGNOLIE, 1	38062	ARCO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000593692800	529900VIIFB82W1OOC62	IT	CASSA RAIFFEISEN ALTA PUSTERIA SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE HOCHPUSTERTAL GENOSSENSCHAFT)		PIAZZA DEL MAGISTRATO, 3	39038	SAN CANDIDO-INNICHEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000641229480	54930051952BDB4UR393	IT	CASSA RURALE DI LEDRO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIALE CHIASSI, 17	38067	LEDRO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000262120012	5299003GDKWU24XYY123	IT	CASSA RAIFFEISEN DI BRUNICO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE BRUNECK GENOSSENSCHAFT)		VIA EUROPA, 19	39031	BRUNICO-BRUNECK	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000373753009	529900E7SERKQOK00B92	IT	CASSA RAIFFEISEN CASTELROTTO - ORTISEI SOC. COOPERATIVA - RAIFFEISENKASSE KASTELRUTH - ST. ULRICH GENOSSENSCHAFT		VIA O. V. WOLKENSTEIN, 9-A	39040	CASTELROTTO-KASTELRUTH	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643839877	529900E1UERXN47PB924	IT	CASSA RAIFFEISEN SCHLERN - ROSENGARTEN SOCIETA' COOPERATIVA (IN TED. RAIFFEISENKASSE SCHLERN-ROSENGARTEN GENOSSENSCHAFT)		ZONA PRODUTTIVA, 1	39053	CORNEDO ALL'ISARCO-KARNEID	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000532003330	529900LSR2K8QCDT5A95	IT	CASSA RAIFFEISEN ALTA VENOSTA SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE OBERVINSCHGAU GENOSSENSCHAFT)		VIA VITTORIO VENETO, 72	39027	CURON VENOSTA-GRAUN IM VINSCHG	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000124553903	5493000IPQ5EZ5Y4WC35	IT	LA CASSA RURALE - CREDITO COOPERATIVO ADAMELLO GIUDICARIE VALSABBIA PAGANELLA  - SOCIETA' COOPERATIVA		VIA 3 NOVEMBRE, 20	38079	TIONE DI TRENTO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000178010511	8156003E6E19559C8247	IT	CASSA RAIFFEISEN DI DOBBIACO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE TOBLACH GENOSSENSCHAFT)		VIA CONTE KUENIGL, 1	39034	DOBBIACO-TOBLACH	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000305196078	529900T0LI726NSWT812	IT	CASSA RURALE DI BOLZANO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE BOZEN GENOSSENSCHAFT)		VIA DE LAI, 2	39100	BOLZANO-BOZEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643840011	213800OJ4LG8R54XIX88	IT	BANCA DI ANCONA E FALCONARA MARITTIMA CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA DELL'AGRICOLTURA, 1	60127	ANCONA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000647482885	815600DFA5DD8CBFD155	IT	CASSA RAIFFEISEN DI FUNES SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE VILLNOESS GENOSSENSCHAFT)		PETERWEG, N. 6	39040	FUNES-VILLNOSS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643840357	549300HM84IFXD1X6652	IT	CASSA RURALE VALSUGANA E TESINO - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIALE IV NOVEMBRE, 20	38050	BORGO VALSUGANA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000559527418	5299000U66EHK541QB51	IT	CASSA RAIFFEISEN LACES SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE LATSCH GENOSSENSCHAFT)		VIA CENTRALE, 38	39021	LACES-LATSCH	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000102755926	529900K6QTKF2QXL0B37	IT	CASSA RAIFFEISEN DI LAGUNDO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE ALGUND GENOSSENSCHAFT)		VIA STRADA VECCHIA, 21	39022	LAGUNDO-ALGUND	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000604293390	815600A7750749C5B936	IT	CASSA RAIFFEISEN BASSA VALL'ISARCO SOCIETA' COOPERATIVA (IN TEDESCO RAIFFEISENKASSE UNTEREISACKTAL GENOSSENSCHAFT)		PIAZZA CENTRALE, 6B	39040	LAION-LAJEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000598697763	815600589495BE8A4587	IT	CASSA RAIFFEISEN BASSA ATESINA (IN LINGUA TEDESCA RAIFFEISENKASSE UNTERLAND)		VIA B. FRANKLIN, 6	39055	LAIVES-LEIFERS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000366235850	529900Z8JO8RAGTT8O04	IT	CASSA RAIFFEISEN LANA SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE LANA GENOSSENSCHAFT)		VIA MADONNA DEL SUFFRAGIO, 22	39011	LANA  -  LANA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000647482967	8156000B18E18BBDBB14	IT	CASSA RAIFFEISEN DI LASA SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE LAAS GENOSSENSCHAFT)		VIA VENOSTA, 48	39023	LASA  -  LAAS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643841184	815600E3A78973E36F85	IT	BANCA MONTEPAONE - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA PADRE PIO, 27	88060	MONTEPAONE	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000345698551	529900GSJR3LIAD67P54	IT	CASSA RAIFFEISEN MERANO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE MERAN GENOSSENSCHAFT)		CORSO LIBERTA', 40	39012	MERANO-MERAN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000615340206	529900F4QCKVY8P9QQ72	IT	CASSA RAIFFEISEN DI MARLENGO SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE MARLING GENOSSENSCHAFT)		VIA FRANZ INNERHOFER, 3	39020	MARLENGO-MARLING	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000579379068	549300NCMRN7QO6TPB94	IT	FPB CASSA DI FASSA PRIMIERO BELLUNO - BANCA DI CREDITO COOPERATIVO - SOCIETÀ COOPERATIVA		PIAZ DE SOTEGRAVA, 1	38035	MOENA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000272299967	529900CPUINDSNWSU986	IT	CASSA RAIFFEISEN DI MONGUELFO-CASIES-TESIDO SOCIETA' COOPERATIVA (RAIFFEISENKASSE WELSBERG-GSIES-TAISTEN GENOSSENSCHAFT)		VIA PUSTERIA, 9	39035	MONGUELFO-WELSBERG	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000643841756	81560059500B178C0F86	IT	BANCA DI CREDITO COOPERATIVO DI BASCIANO - SOCIETA' COOPERATIVA		CONTRADA SALARA, 33	64030	BASCIANO	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000126241693	529900H5SATZJTWAR773	IT	CASSA RAIFFEISEN BASSA VENOSTA SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE UNTERVINSCHGAU GENOSSENSCHAFT)		VIA PRINCIPALE, 12	39025	NATURNO-NATURNS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000395728544	81560029BA16DD501270	IT	CASSA RAIFFEISEN DI NOVA PONENTE-ALDINO SOCIETA' COOPERATIVA(IN TEDESCO RAIFFEISENKASSE DEUTSCHNOFEN-ALDEIN GEN.)		VIA PRINCIPALE, 4	39050	NOVA PONENTE-DEUTSCHNOFEN	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000630937690	549300JXVNVNY1YSBO15	IT	CASSA RURALE VAL DI SOLE - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		VIA IV NOVEMBRE, 13	38027	MALE'	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000130403572	529900QN0AS8T501QG38	IT	CASSA RAIFFEISEN DI PARCINES SOCIETA' COOPERATIVA (IN LINGUA TEDESCA RAIFFEISENKASSE PARTSCHINS GENOSSENSCHAFT)		VIA SPAUREGG, 12	39020	PARCINES-PARTSCHINS	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
IT0000207618473	549300L4VGUHIHBN5T53	IT	CASSA RURALE ALTA VALSUGANA - BANCA DI CREDITO COOPERATIVO - SOCIETA' COOPERATIVA		PIAZZA GAVAZZI, 5	38057	PERGINE VALSUGANA	Credit Institution					Euro Area BSI Statistics full (non-tail) reporter
